address,listing_dates,CRMLS_ID,Event,price
1224 17TH St ,"Jul 23, 2004,May 5, 2004,Dec 29, 2002,Dec 29, 2001","Public Records,CRMLS #S360333,CRMLS #S316502,CRMLS #S316502","Sold (Public Records),Listed,Delisted,Listed","$1,200,000,**,*"
2440 Ardmore Ave ,"May 1, 2015,Feb 9, 2015,Aug 15, 2002,Mar 15, 2000,Apr 9, 1999,Apr 9, 1999,Feb 18, 1999,Dec 2, 1986,Sep 30, 1980","Public Records,CRMLS #S173547,Public Records,Public Records,CRMLS #S173547,CRMLS #S173547,CRMLS #S173547,Public Records,Public Records","Sold (Public Records),Price Changed,Sold (Public Records),Sold (Public Records),Price Changed,Price Changed,Listed,Sold (Public Records),Sold (Public Records)","$1,250,000,**,$599,000,$455,000,**,**,**,$105,500,$152,000"
637 4th St Unit B ,"Jun 19, 1987",Public Records,Sold (Public Records),"$190,000"
665 5th St ,"Sep 25, 2002,Jul 3, 1990","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$665,000,$415,000"
658 6th St ,"Oct 16, 1970",Public Records,Sold (Public Records),"$23,000"
646 6th St ,"Oct 29, 2004,Aug 28, 2004,Aug 3, 2004,Jun 27, 2004,May 3, 2004,Mar 21, 2004,Mar 3, 2004,Mar 3, 2004,Jan 8, 2004,Aug 14, 1981","Public Records,TheMLS #04-077486,CRMLS #S360575,TheMLS #04-077486,CRMLS #S360575,CRMLS #V357059,CRMLS #V354729,CRMLS #V357059,CRMLS #V354729,Public Records","Sold (Public Records),Delisted,Delisted,Listed,Listed,Delisted,Delisted,Listed,Listed,Sold (Public Records)","$1,345,000,*,*,*,*,$165,000"
710 4th St ,"Mar 31, 1992,Mar 1, 1989,Jan 31, 1989,Jan 31, 1989","Public Records,Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records),Sold (Public Records)","$296,000,$335,000,$303,500,$329,000"
540 1st St #3 ,"Jul 13, 1994,Nov 1, 1991,Nov 1, 1991","Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records)","$312,000,$365,000,$365,000"
505 4th St ,"May 22, 1985",Public Records,Sold (Public Records),"$220,000"
446 Monterey Blvd Unit B2 ,"Feb 3, 1999",Public Records,Sold (Public Records),"$325,000"
446 Monterey Blvd Unit G2 ,"Jul 22, 2019,Jul 21, 2019,Jul 20, 2019,Jun 20, 2019,Apr 11, 2017,Mar 25, 2004,Aug 16, 2001,Jul 9, 2001,Oct 14, 1997,Jun 5, 1996,Dec 22, 1995,Dec 22, 1995,Sep 2, 1995,Aug 26, 1995,May 26, 1995,May 22, 1995,Jan 4, 1995","CRMLS #SB19144113,CRMLS #SB19144113,CRMLS #SB19144113,CRMLS #SB19144113,Public Records,Public Records,Public Records,CRMLS #S307187,Public Records,Public Records,CRMLS #S115177,CRMLS #S113357,CRMLS #S113357,CRMLS #S111487,CRMLS #S111487,CRMLS #S108598,CRMLS #S108598","Delisted (Hold Do Not Show),Relisted (Active),Delisted (Hold Do Not Show),Listed (Active),Sold (Public Records),Sold (Public Records),Sold (Public Records),Listed,Sold (Public Records),Sold (Public Records),Listed,Delisted,Listed,Delisted,Listed,Delisted,Listed","*,$1,153,000,$557,500,$400,000,**,$265,000,$242,500,**,*,*,*"
538 Loma Dr ,"Sep 28, 1990,Apr 12, 1990","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$354,000,$525,000"
526 Loma Dr ,"Dec 31, 1976,Aug 4, 1975","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$84,000,$64,500"
447 Herondo St #310 ,"Dec 25, 2012,Mar 22, 2006,Apr 9, 1999,Mar 1, 1999,Nov 6, 1998,Sep 3, 1998,Sep 3, 1998,Jul 16, 1998,Jun 7, 1998,Jan 26, 1979","CRMLS #S155793,Public Records,Public Records,CRMLS #S160280,CRMLS #S148051,CRMLS #S155793,CRMLS #S155793,CRMLS #S155793,CRMLS #S148051,Public Records","Price Changed,Sold (Public Records),Sold (Public Records),Listed,Delisted,Price Changed,Price Changed,Listed,Listed,Sold (Public Records)","*,$800,000,$299,000,**,*,*,*,*,$143,000"
447 Herondo St #201 ,"Nov 22, 2002,Dec 17, 1996,Aug 12, 1996,Aug 10, 1996,May 20, 1996,Jan 4, 1989,Mar 18, 1987","Public Records,Public Records,CRMLS #S120704,CRMLS #S118775,CRMLS #S118775,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Listed,Delisted,Listed,Sold (Public Records),Sold (Public Records)","$449,000,$208,000,**,*,$245,000,$175,000"
